지역,매장명,매장현황,주소,서비스,전화번호,전처리_주소,위도,경도
광주 광산구,광주첨단점,영업중,광주광역시 광산구 첨단중앙로 136 1층,주차,062-434-0200,광주광역시 광산구 첨단중앙로 136 1층,35.217256476,126.842657384
부산 수영구,부산수영로터리점,영업중,"부산광역시 수영구 수영로 710-1, 프라임메디컬빌딩 2층 201 .",주차,070-4239-7541,부산광역시 수영구 수영로 710-1,35.167696385,129.117227143
경기 고양시 일산서구,일산레이킨스몰점,영업중,경기도 고양시 일산서구 호수로 817 레이킨스몰 138 1층,주차,031 916 1289,경기도 고양시 일산서구 호수로 817 레이킨스몰 138 1층,37.667987136,126.751642965
강원 원주시,(부)치악휴게소점,영업중,강원도 원주시 신림면 치악로 416 0,주차,033-762-8128,강원도 원주시 신림면 치악로 416 0,37.254153490,128.048235997
인천 남동구,간석역남부점,영업중,인천 남동구 석산로 11 .,테라스,032-427-7935,인천 남동구 석산로 11,37.463838661,126.694980789
서울 중구,충정래미안점,영업중,"서울특별시 중구 중림로 21 (중림동, 더플레이스충정로) 1층",테라스 주차,02-363-1388,서울특별시 중구 중림로 21,37.558909184,126.966059439
인천 남동구,인천소래역점,영업중,"인천 남동구 소래역남로 22 에코프라자 114호, 206호 .",주차,032-422-4595,인천 남동구 소래역남로 22 에코프라자 114호,37.398368671,126.734374982
경기 성남시,동판교M타워점,영업중,"경기도 성남시 분당구 판교역로241번길 22, 1층 .",주차,031-8017-7557,경기도 성남시 분당구 판교역로241번길 22,37.402722359,127.106811806
경남 거제시,거제수월점,영업중,경남 거제시 수양로 442 자이APT 상가1동 110호~112호 .,,055-636-7648,경남 거제시 수양로 442 자이APT 상가1동 110호~112호,34.891793489,128.642228313
서울 서대문구,북가좌점,영업중,"서울특별시 서대문구 응암로 89 (북가좌동) 1,2층",흡연시설,02-372-5556,서울특별시 서대문구 응암로 89,37.581080046,126.911905712
경기 화성시,수원대학교점,영업중,경기도 화성시 봉담읍 와우안길 20 .,주차,031-224-3856,경기도 화성시 봉담읍 와우안길 20,37.214373126,126.979038280
경기 수원시,수원성대역점,영업중,경기도 수원시 장안구 서부로2126번길 10 1층,,031-309-1660,경기도 수원시 장안구 서부로2126번길 10 1층,37.297924861,126.971989155
광주 서구,광주풍암점,영업중,광주광역시 서구 풍금로38번길 11 .,주차,062-652-5505,광주광역시 서구 풍금로38번길 11,35.123475623,126.863522144
서울 동작구,노량진역점,영업중,서울특별시 동작구 노량진로 157 (노량진동) 2층,24시간 흡연시설,02-827-0280,서울특별시 동작구 노량진로 157,37.513977640,126.943354410
경기 하남시,하남아이테코점,영업중,"경기도 하남시 조정대로 150. 아이테코 123호 (덕풍동, 아이테코)",주차,031-790-1513,경기도 하남시 조정대로 150 아이테코 123호,37.553518761,127.193919295
충북 청주시 흥덕구,충북대점,영업중,충청북도 청주시 흥덕구 내수동로 53 1~2층,흡연시설,043-266-2248,충청북도 청주시 흥덕구 내수동로 53 1~2층,36.632735038,127.453482607
서울 강동구,천호베네시티점,영업중,"서울특별시 강동구 올림픽로 664 (천호동, 대우한강베네시티) 1층",주차,02-476-1122,서울특별시 강동구 올림픽로 664,37.540559506,127.124975234
경북 군위군,(하)군위휴게소점,영업중,경상북도 군위군 군위읍 경북대로 4082 춘천방향,테라스 주차,070-4162-5309,경상북도 군위군 군위읍 경북대로 4082 춘천방향,36.265562618,128.577024102
서울 노원구,노원역점,영업중,"서울특별시 노원구 노해로 459 (상계동, 메가빌딩) .",테라스 주차,02-930-1744,서울특별시 노원구 노해로 459,37.654288016,127.058993330
서울 강동구,굽은다리역점,영업중,"서울특별시 강동구 양재대로 1591 , 1층 (천호동 31-2)",24시간 주차,02-488-5077,서울특별시 강동구 양재대로 1591,37.547680943,127.143015041
인천 연수구,송도IT점,영업중,"인천 연수구 송도과학로 32, 송도테크노파크IT센터 1층-A104호 (주말 휴점)",주차,032-209-7979,인천 연수구 송도과학로 32,37.381857945,126.662697194
경북 문경시,(하)문경휴게소점,영업중,경상북도 문경시 중부내륙고속도로 173 .,주차,054-554-1655,경상북도 문경시 중부내륙고속도로 173,36.620451035,128.149966385
서울 관악구,서울대사거리점,영업중,서울특별시 관악구 관악로 172 (봉천동) 2층,24시간 흡연시설,02-877-6070,서울특별시 관악구 관악로 172,37.480504542,126.952958522
서울 강남구,도심공항점,영업중,"서울특별시 강남구 테헤란로87길 22 (삼성동, 한국도심공항터미널, 2층)   .",주차,02-2016-5400,서울특별시 강남구 테헤란로87길 22,37.509632062,127.059443497
서울 종로구,광화문LG점,영업중,"서울특별시 종로구 새문안로 58 (신문로2가, LG광화문빌딩) 1층, 지하1층 (주말 휴점)",흡연시설 주차,02-720-6994,서울특별시 종로구 새문안로 58,37.569268927,126.971562298
서울 광진구,건대입구점,영업중,서울특별시 광진구 아차산로 235 (화양동)  235 (화양동),테라스 24시간 흡연시설,02-463-1983,서울특별시 광진구 아차산로 235,37.540622800,127.069528706
서울 중구,광화문점,영업중,서울특별시 중구 세종대로21길 55 (태평로1가) 1층 (일요일 휴점),,02-738-8004,서울특별시 중구 세종대로21길 55,37.569002408,126.975950431
서울 강남구,청담점,영업중,서울특별시 강남구 학동로 517 (청담동) 1층,테라스,02-515-9915,서울특별시 강남구 학동로 517,37.519959072,127.055262781
경남 진주시,진주교대점,영업중,경상남도 진주시 진양호로 348 .,,055-745-3303,경상남도 진주시 진양호로 348,35.183456544,128.068225335
인천 계양구,계양점,영업중,인천 계양구 도두리로 14 맘모스타운 1층 102호 .,주차,032-551-1166,인천 계양구 도두리로 14 맘모스타운 1층 102호,37.533722394,126.735579957
서울 송파구,방이점,영업중,"서울특별시 송파구 오금로11길 44 (방이동, 동주골프연습장) 1층 방이동 56-1",테라스,02-415-7705,서울특별시 송파구 오금로11길 44,37.515214660,127.111160751
광주 남구,광주봉선점,영업중,"광주광역시 남구 봉선중앙로 21, 1층 1층",주차,062-651-7888,광주광역시 남구 봉선중앙로 21,35.123266047,126.912593443
서울 동작구,이수역점,영업중,"서울특별시 동작구 동작대로 83 (사당동, 헤라피스빌딩) 1층",흡연시설 주차,02-588-4845,서울특별시 동작구 동작대로 83,37.484010264,126.981554905
경기 안산시 단원구,안산NC고잔점,영업중,경기도 안산시 단원구 광덕대로 194  안산NC고잔점 A관 1층,흡연시설 주차,031-436-4181,경기도 안산시 단원구 광덕대로 194  안산NC고잔점 A관 1층,37.313463310,126.831008500
서울 서초구,방배점,영업중,"서울특별시 서초구 남부순환로 2335 (방배동, 옥스포드빌딩) .",,02-581-4858,서울특별시 서초구 남부순환로 2335,37.477821825,127.006628598
경기 성남시,분당서현점,영업중,"경기도 성남시 분당구 황새울로 315, 1층 104 (서현동, 대현빌딩) .",24시간 주차,031-781-6254,경기도 성남시 분당구 황새울로 315,37.385053087,127.120457645
경기 부천시 원미구,부천중동점,영업중,"경기도 부천시 원미구 소향로 203, B동 109-110호 (중동, 메트로펠리스1) .",테라스 흡연시설 주차,032-325-6766,경기도 부천시 원미구 소향로 203,0,0
제주 제주시,제주이도점,영업중,제주특별자치도 제주시 승천로 71 .,,064-752-3005,제주특별자치도 제주시 승천로 71,33.492604113,126.542802322
서울 성북구,돈암점,영업중,서울특별시 성북구 동소문로20가길 28 (동선동1가) .,흡연시설 주차,02-924-6114,서울특별시 성북구 동소문로20가길 28,37.592812695,127.017960570
서울 광진구,테크노마트점,영업중,"서울특별시 광진구 광나루로56길 85 (구의동, 테크노-마트21) 9층",주차,02-3424-8484,서울특별시 광진구 광나루로56길 85,37.535652410,127.095740603
경기 군포시,산본점,영업중,"경기도 군포시 번영로 505 1층 (산본동, 대우디오플러스)  ",테라스 주차,031-392-5999,경기도 군포시 번영로 505 1층,37.358809986,126.933272689
광주 동구,광주충장로점,영업중,광주광역시 동구 충장로안길 43 .,,062-223-0688,광주광역시 동구 충장로안길 43,35.146726244,126.917533804
서울 송파구,교통회관점,영업중,"서울특별시 송파구 올림픽로 319 (신천동, 새마을 교통회관) 1층",주차,02-3431-1120,서울특별시 송파구 올림픽로 319,37.515631027,127.105601028
서울 강남구,역삼스타점,영업중,"서울특별시 강남구 테헤란로26길 12, 1층 (역삼동 736-56) 할리스",,02-501-4142,서울특별시 강남구 테헤란로26길 12,37.499446564,127.035856366
부산 남구,부산경성대2호점,영업중,"부산광역시 남구 수영로 306, 3층 (대연동 72-1) 할리스",,051-611-3021,부산광역시 남구 수영로 306,35.136900351,129.099856606
서울 강서구,김포공항점,영업중,서울특별시 강서구 하늘길 112 김포공항 국내선청사 1층,주차,02-2064-0312,서울특별시 강서구 하늘길 112 김포공항 국내선청사 1층,0,0
서울 영등포구,여의도하나투자점,영업중,서울특별시 영등포구  의사당대로 82 1층 할리스,주차,02-761-7231,서울특별시 영등포구  의사당대로 82 1층 할리스,37.522682885,126.921853435
서울 은평구,구산역점,영업중,서울특별시 은평구 연서로 135 (구산동 1-7) 할리스 ,흡연시설,02-351-3094,서울특별시 은평구 연서로 135,37.610882144,126.916831947
부산 해운대구,부산송정점,영업중,부산광역시 해운대구 송정광어골로 77 (송정동 443-5) 할리스,테라스 24시간 주차,051-701-5591,부산광역시 해운대구 송정광어골로 77,35.174717372,129.196547401
서울 광진구,광나루역점,영업중,"서울특별시 광진구 천호대로 808, 광장현대홈타운 제1202동 상가 1층 (광장동 580) 할리스",,02-444-0542,서울특별시 광진구 천호대로 808,37.545075965,127.102807439
부산 수영구,부산광안대교점,영업중,"부산광역시 수영구 광안해변로 217, 호메르스관광호텔 1층 (광안동 93-1) 할리스",테라스,051-754-9985,부산광역시 수영구 광안해변로 217,35.153427089,129.117980299
광주 북구,광주전남대점,영업중,광주광역시 북구 우치로 90(용봉동) 할리스,,062-251-1966,광주광역시 북구 우치로 90,35.175418050,126.912734758
대전 유성구,대전도안DT점,영업중,"대전광역시 유성구 도안동로 488,1-3층 할리스",DT 매장 테라스 흡연시설 주차,042-824-4931,대전광역시 유성구 도안동로 488,36.347687491,127.348395706
서울 강남구,세로수길점,영업중,서울특별시 강남구 강남대로152길 41 (신사동 536-6) 할리스,테라스,02-511-1473,서울특별시 강남구 강남대로152길 41,37.518258090,127.022688920
서울 양천구,목동점,영업중,"서울특별시 양천구 목동서로 159-1 CBS 1,2층 CBS 1,2층 할리스",주차,02-2062-1063,서울특별시 양천구 목동서로 159-1 CBS 1,0,0
광주 서구,광주아울렛점,영업중,광주광역시 서구  상무대로 633,테라스 흡연시설 주차,062-385-5122,광주광역시 서구  상무대로 633,35.140365363,126.834131354
울산 남구,울산디자인거리점,영업중,울산광역시 남구 돋질로302번길 38 (삼산동 1575-22) 할리스,,052-256-0566,울산광역시 남구 돋질로302번길 38,35.540686428,129.337126652
경기 성남시 분당구,분당율동공원점,영업중,경기도 성남시 분당구 문정로 140 (율동) 할리스,테라스 흡연시설 주차,031-701-0680,경기도 성남시 분당구 문정로 140,37.382334307,127.151430515
서울 영등포구,당산역점,영업중,서울특별시 영등포구 당산로 219 ,24시간 흡연시설,02-2631-3446,서울특별시 영등포구 당산로 219,37.533469614,126.901229337
서울 중구,무교점,영업중,"서울특별시 중구   무교로 28, 시그너스빌딩 1층 (무교동 7번지)",테라스,02-318-0988,서울특별시 중구   무교로 28,37.568470181,126.979582390
경기 수원시 권선구,수원권선행복점,영업중,경기도 수원시 권선구  권광로 119 (권선동) 1층 할리스,주차,031-221-7895,경기도 수원시 권선구  권광로 119,37.258622508,127.030253336
부산 동래구,부산동래역점,영업중,"부산광역시 동래구 삼성대길 34-25, 1~3층 (명륜동 502-4) 할리스",24시간,051-552-2990,부산광역시 동래구 삼성대길 34-25,35.205219289,129.081757538
서울 은평구,연신내점,영업중,"서울특별시 은평구 연서로 212, (대조동 199-28) 할리스",흡연시설 주차,02-388-3977,서울특별시 은평구 연서로 212,37.617184433,126.919681044
서울 광진구,건대일감호수점,영업중,서울특별시 광진구 아차산로39길 38-6 (자양동225-74) 할리스,테라스 흡연시설,02-456-6627,서울특별시 광진구 아차산로39길 38-6,37.539208983,127.075574564
서울 송파구,잠실광고회관점,영업중,"서울특별시 송파구 올림픽로35길 137, 한국방송문화회관 1층 (신천동 7-11) 할리스",주차,02-2144-0888,서울특별시 송파구 올림픽로35길 137,37.515941840,127.099620556
경남 창원시 성산구,창원상남점,영업중,경상남도 창원시 성산구 마디미로31번길 3 (상남동 상남동 18-9) 할리스,흡연시설 주차,055-261-5955,경상남도 창원시 성산구 마디미로31번길 3,35.221505168,128.684449360
서울 송파구,배명사거리점,영업중,"서울특별시 송파구 백제고분로 275, 1층 (석촌동 14-7) 할리스",주차,02-422-4915,서울특별시 송파구 백제고분로 275,37.502813565,127.097324397
서울 관악구,서울대예술문화점,영업중,서울특별시 관악구 관악로 1 서울대예술복합계연구동 1층,주차,02-877-7186,서울특별시 관악구 관악로 1 서울대예술복합계연구동 1층,37.455872576,126.952936827
서울 관악구,낙성대역점,영업중,서울특별시 관악구 남부순환로 1922 ,흡연시설,070-4716-0775,서울특별시 관악구 남부순환로 1922,37.477015643,126.962654557
서울 노원구,노원문화의거리점,영업중,서울특별시 노원구 노해로81길 22-26 할리스,,02-935-8231,서울특별시 노원구 노해로81길 22-26 할리스,37.655918740,127.063972005
경기 평택시,송탄점,영업중,경기도 평택시 관광특구로 31 (서정동) 할리스,테라스 흡연시설,031-667-1229,경기도 평택시 관광특구로 31,37.067089335,127.062553074
부산 해운대구,부산해운대점,영업중,"부산광역시 해운대구 해운대해변로 277, 다옴빌딩 1~2층 (중1동 1412-7) 할리스",테라스 24시간 흡연시설,051-746-1463,부산광역시 해운대구 해운대해변로 277,35.159871208,129.161556309
서울 강남구,도곡점,영업중,"서울특별시 강남구 논현로28길 54, 덕원빌딩 1층 (도곡동 422-2) 할리스",,02-6204-3311,서울특별시 강남구 논현로28길 54,37.484529282,127.046195722
서울 종로구,대명거리점,영업중,서울특별시 종로구 대명길 4 2~4층 할리스,,02-747-0348,서울특별시 종로구 대명길 4 2~4층 할리스,37.583800261,127.001182381
부산 남구,부산경성대점,영업중,"부산광역시 남구 용소로 7, 청라빌딩 2~3층 (대연동 56-8) 할리스",흡연시설,051-611-6893,부산광역시 남구 용소로 7,35.136674680,129.100632037
경기 성남시 분당구,분당수내엔타워점,영업중,"경기도 성남시 분당구 황새울로200번길 26, 엔타워빌딩 1층 (수내동, 교보생명)",테라스,031-712-0341,경기도 성남시 분당구 황새울로200번길 26,37.376569887,127.113177138
인천 연수구,인천한옥마을점,영업중,"인천광역시 연수구 테크노파크로 180, 다동 지상1층(송도동) ",주차,032-831-0337,인천광역시 연수구 테크노파크로 180,37.390821221,126.638817229
인천 남동구,인천구월로데오점,영업중,"인천광역시 남동구 인하로 497-24 (구월동, 조한빌딩) 1층",24시간 흡연시설 주차,032-421-0399,인천광역시 남동구 인하로 497-24,37.444499467,126.702215951
서울 강남구,강남역점,영업중,"서울특별시 강남구 강남대로 402, 시계탑빌딩 B1~1층 (역삼동 820-11)  할리스",,02-555-0890,서울특별시 강남구 강남대로 402,37.498786832,127.027847872
대전 서구,대전둔산청솔점,영업중,대전광역시 서구 둔산로 223 제상가 2동 할리스,테라스 흡연시설,042-489-7990,대전광역시 서구 둔산로 223 제상가 2동 할리스,36.353239955,127.399194973
경기 수원시 권선구,수원권선점,영업중,경기도 수원시 권선구  권선로 667 (권선동) 1층 할리스,테라스 24시간 흡연시설 주차,031-302-2601,경기도 수원시 권선구  권선로 667,37.260165077,127.024412545
서울 용산구,용산더프라임점,영업중,서울특별시 용산구 원효로90길 11 더프라임타워 업무동 1층,주차,02-6362-7990,서울특별시 용산구 원효로90길 11 더프라임타워 업무동 1층,37.540400021,126.969732091
경남 창원시 마산회원구,마산터미널점,영업중,"경상남도 창원시 마산회원구 합성옛길 159, 마산시외버스터미널 1층(합성동 267) 할리스",흡연시설 주차,055-251-5698,경상남도 창원시 마산회원구 합성옛길 159,35.238705230,128.583851460
서울 종로구,세종로점,영업중,"서울특별시 종로구 세종대로 161, 2~3층 (세종로 200) 할리스",흡연시설,02-720-5582,서울특별시 종로구 세종대로 161,37.570717027,126.976356287
서울 광진구,광장점,영업중,"서울특별시 광진구 광나루로620, 이진빌딩 1층 (구의동 199-2) 할리스",,070-4706-0293,서울특별시 광진구 광나루로620,37.540617972,127.096045262
충북 청주시 흥덕구,청주하복대점,영업중,"충청북도 청주시 흥덕구  2순환로1167번길 5 1,2층",,043-234-4069,충청북도 청주시 흥덕구  2순환로1167번길 5 1,36.631628425,127.426955638
경기 수원시 팔달구,수원역점,영업중,경기도 수원시 팔달구 향교로 6 (매산로1가),테라스 흡연시설,031-257-3313,경기도 수원시 팔달구 향교로 6,37.267526826,127.001797506
서울 종로구,종로코리안리빌딩점,영업중,서울특별시 종로구 종로5길 68 코리안리빌딩 1층 할리스 (주말 휴점),주차,070-4733-4828,서울특별시 종로구 종로5길 68 코리안리빌딩 1층 할리스,37.573406200,126.980460630
경기 성남시 분당구,성남터미널점,영업중,"경기도 성남시 분당구  성남대로925번길 16 (야탑동, 분당종합터미널) 1층 할리스 ",테라스 주차,031-725-1004,경기도 성남시 분당구  성남대로925번길 16,37.413046999,127.127287821
서울 마포구,합정역점,영업중,서울특별시 마포구 양화로 36 (합정동 374-1) 할리스,흡연시설,02-6204-1234,서울특별시 마포구 양화로 36,37.548538794,126.913332723
부산 해운대구,부산달맞이점,영업중,"부산광역시 해운대구 달맞이길 199, 2~3층 (중동 1488-14) 할리스",테라스 주차,051-731-3410,부산광역시 해운대구 달맞이길 199,35.158695746,129.182764522
경기 성남시 수정구,신흥역점,영업중,경기도 성남시 수정구 산성대로 265 (신흥동) 2층 할리스,흡연시설,031-626-6140,경기도 성남시 수정구 산성대로 265,37.440926826,127.146302140
경기 수원시 영통구,아주대점,영업중,경기도 수원시 영통구  중부대로 258 (매탄동),흡연시설,031-211-2884,경기도 수원시 영통구  중부대로 258,37.274424255,127.043981235
서울 관악구,신림점,영업중,서울특별시 관악구 신림로 353-1,테라스 24시간 흡연시설,02-877-0019,서울특별시 관악구 신림로 353-1,37.485951671,126.929241228
서울 중구,태평로점,영업중,"서울특별시 중구 세종대로 64, 해남빌딩 1층 (태평로2가 70-5) 할리스",흡연시설,02-755-7795,서울특별시 중구 세종대로 64,37.562014652,126.976628023
서울 용산구,이태원점,영업중,서울특별시 용산구  이태원로 179,테라스 24시간 흡연시설,02-749-8752,서울특별시 용산구  이태원로 179,37.534681833,126.994068175
부산 부산진구,부산서면본점,영업중,"부산광역시 부산진구 동천로 73, DS타워 1~2층 (부전동 부전동 169-1) 할리스",흡연시설,051-819-9117,부산광역시 부산진구 동천로 73,35.155220810,129.062101137
서울 서대문구,신촌점,영업중,서울특별시 서대문구 연세로 34 (창천동 31-12)  할리스,테라스 흡연시설,02-393-2004,서울특별시 서대문구 연세로 34,37.558633616,126.937139952
